gene_symbol,Snap23
parameter_name,Femur
analysis_id,r7uwldc25879jmf
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1394396
gene_accession_id,MGI:109356
parameter_id,IMPC_XRY_024_001
