gene_symbol,Lpgat1
parameter_id,IMPC_IMM_052_001
analysis_id,z7u2s4esvjsywh5
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Eosinophils
pvalue,0.7284557
mouse_life_stage,Middle aged adult
