pvalue,0.4569863
analysis_id,4qm48f9ot6ur6r4
parameter_name,Shape of vertebrae
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_018_001
mouse_strain,C57BL
gene_symbol,Kdm4c
