parameter_id,IMPC_XRY_023_001
analysis_id,xtgqstth0p6i0tb
gene_accession_id,MGI:1336200
pvalue,0.2988874
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
parameter_name,Ulna
