gene_symbol,Hspa5
mouse_strain,C57BL
parameter_name,Cornea
gene_accession_id,MGI:95835
analysis_id,g4qlj9d7p4tc020
parameter_id,IMPC_EYE_007_001
pvalue,0.9156555
mouse_life_stage,Early adult
