parameter_id,MGP_MLN_006_001
mouse_strain,C57BL
gene_symbol,Cds2
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,fj34s787082u837
pvalue,0.4007996
