parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Early adult
analysis_id,31i5y0474ykez20
parameter_name,Calcium
gene_accession_id,MGI:3588214
mouse_strain,C57BL
gene_symbol,Rufy4
pvalue,0.5032342
