parameter_name,Startle response
gene_accession_id,MGI:1915848
gene_symbol,Dnajc8
pvalue,0.6665477
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,409h6y3z3784khn
parameter_id,ESLIM_008_001_013
