parameter_id,IMPC_GEP_084_001
gene_accession_id,MGI:104640
parameter_name,Limb morphology
gene_symbol,Rab17
analysis_id,1k476x105oglt25
mouse_strain,C57BL
pvalue,0.5963195
mouse_life_stage,Early adult
