parameter_name,Whole arena average speed
gene_symbol,Lurap1
parameter_id,ESLIM_007_001_005
pvalue,0.7143521
analysis_id,g2k451o20lfw67x
mouse_strain,C57BL
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
