parameter_name,Center average speed
gene_symbol,Npbwr1
pvalue,0.4393199
analysis_id,550706yv7h874s0
gene_accession_id,MGI:891989
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
