gene_symbol,Col6a3
mouse_strain,C57BL
gene_accession_id,MGI:88461
analysis_id,bnh0ljni3fmx29f
mouse_life_stage,Early adult
pvalue,0.8538949
parameter_id,IMPC_CBC_008_001
parameter_name,Total bilirubin
