gene_symbol,Trim46
pvalue,0.2004916
parameter_id,IMPC_ECG_004_001
parameter_name,RR
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2673000
analysis_id,52s71tqk88vc01n
