gene_symbol,Ahcy
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
analysis_id,2ian96l3bo51nuf
pvalue,0.8060918
parameter_id,MGP_IMM_026_001
gene_accession_id,MGI:87968
mouse_strain,C57BL
mouse_life_stage,Early adult
