gene_symbol,Trp53rkb
pvalue,0.5158522
mouse_strain,C57BL
analysis_id,9990p2911m36lj4
parameter_name,Skull shape
gene_accession_id,MGI:1914050
parameter_id,IMPC_XRY_001_001
mouse_life_stage,Early adult
