mouse_strain,129SV
parameter_name,Time mobile light side
gene_accession_id,MGI:1923959
analysis_id,djvu2bcn77b5lgu
pvalue,0.7974174
gene_symbol,Arpc2
parameter_id,JAX_LDT_003_001
mouse_life_stage,Early adult
