gene_symbol,Slc17a9
pvalue,0.9461437
mouse_strain,C57BL
analysis_id,1lnpv03c7j17b5l
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1919107
parameter_id,HMGULA_CBC_016_001
mouse_life_stage,Early adult
