parameter_id,IMPC_OFD_021_001
pvalue,0.4723396
mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
parameter_name,Number of rears - total
analysis_id,488n3ka45s5s3rh
mouse_strain,C57BL
gene_symbol,Tox
