parameter_id,IMPC_IMM_069_001
parameter_name,Transitional B Cells (CD21/35 low)
gene_accession_id,MGI:1921688
analysis_id,2jg1n968rr62027
mouse_strain,C57BL
pvalue,0.3241364
gene_symbol,Clvs1
mouse_life_stage,Early adult
