gene_symbol,Secisbp2l
pvalue,0.4926615
mouse_strain,C57BL
gene_accession_id,MGI:1917604
mouse_life_stage,Early adult
parameter_name,DN CD25- NKT cells
parameter_id,IMPC_IMM_025_001
analysis_id,15i1tx8sdqg4ib7
