gene_symbol,Psd4
parameter_id,IMPC_ECH_005_001
pvalue,0.3720801
gene_accession_id,MGI:2674093
analysis_id,74e33183619w647
mouse_strain,C57BL
parameter_name,Fractional Shortening
mouse_life_stage,Early adult
