gene_symbol,Lpgat1
parameter_name,Periphery distance travelled
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
pvalue,0.8711702
analysis_id,8kj3x0t0k5j34tw
parameter_id,JAX_OFD_010_001
