gene_symbol,Fgb
parameter_name,Basophil differential count
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
pvalue,0.1077832
analysis_id,49e74a47ztvbab3
mouse_strain,C57BL
parameter_id,IMPC_HEM_038_001
