parameter_name,Time immobile
pvalue,0.2316513
parameter_id,JAX_TLS_001_001
analysis_id,6eq4733tooz2dnm
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
