gene_symbol,Cldn19
parameter_name,Coat colouration
mouse_strain,C57BL
pvalue,0.5606729
analysis_id,u43z9f7resq5kar
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
parameter_id,M-G-P_026_001_004
