mouse_life_stage,Late adult
parameter_name,Limb coat/hair presence
pvalue,0.7492068
parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
gene_accession_id,MGI:1917604
analysis_id,n46nx0i6cm81009
gene_symbol,Secisbp2l
