gene_symbol,Snap23
mouse_strain,C57BL
pvalue,0.05967082
analysis_id,2l59t23y573tb58
parameter_name,Pericardium Morphology
parameter_id,IMPC_GEL_006_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
