parameter_id,IMPC_XRY_002_001
mouse_life_stage,Late adult
gene_symbol,Secisbp2l
parameter_name,Zygomatic bone
pvalue,0.4310285
gene_accession_id,MGI:1917604
analysis_id,1891321j7vy344a
mouse_strain,C57BL
