parameter_id,IMPC_ECG_028_001
gene_accession_id,MGI:3046938
gene_symbol,Hrnr
mouse_life_stage,Early adult
parameter_name,QT
pvalue,0.619612
analysis_id,p77m2k7h9vv02s5
mouse_strain,C57BL
