gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,ehbg8k83q2499i8
parameter_id,MGP_IMM_015_001
mouse_life_stage,E9.5
pvalue,0.5554577
mouse_strain,C57BL
parameter_name,Resting CD8+ T cells - % of CD8+
