gene_symbol,Fgb
mouse_life_stage,E15.5
parameter_id,TCPLA_CSD_030_001
pvalue,0.4183826
mouse_strain,C57BL
analysis_id,c92dkzvef62vz0x
gene_accession_id,MGI:99501
parameter_name,Tremor
