parameter_name,Respiration Rate
mouse_life_stage,E15.5
analysis_id,21ko01l6ym3w1v6
parameter_id,IMPC_ECH_018_001
gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
pvalue,0.5613404
mouse_strain,C57BL
