parameter_name,Whole arena average speed
analysis_id,2t2q444d97x7ldf
mouse_life_stage,Early adult
gene_accession_id,MGI:1919935
parameter_id,IMPC_OFD_009_001
gene_symbol,Dnajc6
pvalue,0.5256855
mouse_strain,C57BL
