gene_symbol,Lpgat1
mouse_life_stage,Late adult
analysis_id,66q7k03qp1424i5
parameter_name,Mean-corpuscular-haemoglobin
parameter_id,M-G-P_016_001_006
pvalue,0.8455408
mouse_strain,C54BL
gene_accession_id,MGI:2446186
