parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
parameter_name,Hemorrhage
pvalue,0.5101328
analysis_id,uhy94o1624fd24m
mouse_strain,C57BL
gene_symbol,Slc30a4
