gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
analysis_id,6zmv3548bj8rx11
pvalue,0.1691448
mouse_life_stage,Middle aged adult
parameter_id,M-G-P_007_001_008
parameter_name,Periphery - Permanence Time
