gene_symbol,Eprs1
parameter_id,HRWLLA_OFD_020_001
analysis_id,8466198y8g5pb1b
gene_accession_id,MGI:97838
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
pvalue,0.2019576
