gene_symbol,Wars2
pvalue,0.6185925
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
analysis_id,iy281ta62692r87
mouse_strain,C57BL
parameter_name,Head morphology
parameter_id,MGP_CSD_064_001
