parameter_id,MGP_PBI_003_001
analysis_id,u4y0ucs5b02fcs3
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
parameter_name,CD4+ alpha beta T cell percentage
pvalue,0.1364445
