parameter_id,IMPC_GEL_063_001
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
gene_symbol,Hspa5
analysis_id,00d24srj62h09h3
mouse_strain,C57BL
parameter_name,Delayed embryonic development
pvalue,0.4363503
