parameter_id,M-G-P_007_001_008
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
analysis_id,q33755r3s0xuct3
pvalue,0.5352738
gene_symbol,Dnajc6
mouse_strain,C57BL
