pvalue,0.6999894
mouse_strain,C57BL
parameter_id,HRWLLA_CBC_014_001
analysis_id,o859ycwcyi7wx13
mouse_life_stage,Early adult
gene_symbol,Stk35
parameter_name,Alkaline phosphatase
gene_accession_id,MGI:1914583
