gene_symbol,Dnajc6
parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Number of rears - total
analysis_id,6bwi7l231wly4ic
gene_accession_id,MGI:1919935
pvalue,0.7020666
