parameter_id,IMPC_CBC_020_001
analysis_id,772y3uw5q4c5l16
gene_accession_id,MGI:2140475
mouse_strain,C52BL
mouse_life_stage,Early adult
pvalue,0.1002063
parameter_name,Fructosamine
gene_symbol,AU040320
