gene_symbol,Eprs1
analysis_id,25q4e9pkzafs070
parameter_id,IMPC_XRY_027_001
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_name,Joints
mouse_life_stage,Early adult
pvalue,0.5352387
