parameter_id,IMPC_ECH_008_001
mouse_life_stage,Early adult
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
pvalue,0.4083277
analysis_id,03a25556nv4ngfr
mouse_strain,C57BL
parameter_name,LVIDd
