parameter_id,MGP_MLN_011_001
gene_accession_id,MGI:95835
parameter_name,KLRG1+ Treg cells - % of Treg
gene_symbol,Hspa5
mouse_life_stage,E12.5
pvalue,0.6873811
mouse_strain,C57BL
analysis_id,3m7174aqx5cxxx8
