mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_009_001
mouse_strain,C57BL
parameter_name,Whole arena average speed
analysis_id,8tr51h8f33dxt78
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.5072714
