parameter_id,IMPC_CBC_053_001
analysis_id,22w0535j352ki93
gene_symbol,Zcchc2
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5366253
parameter_name,Thyroxine
gene_accession_id,MGI:2444114
