gene_symbol,Dcaf12
pvalue,0.8499754
gene_accession_id,MGI:1916220
analysis_id,m37o91j6xv9ip40
parameter_id,IMPC_ACS_033_001
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
mouse_life_stage,Early adult
