gene_symbol,Col6a3
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CSD_028_001
pvalue,0.2025844
gene_accession_id,MGI:88461
parameter_name,Snout size
analysis_id,11mw16v2i9qi1xl
