gene_symbol,Mecom
mouse_life_stage,E12.5
pvalue,0.3215677
gene_accession_id,MGI:95457
analysis_id,9ltg4qts7851534
parameter_name,Persistence of hyaloid vascular system
parameter_id,IMPC_EYE_027_001
mouse_strain,C57BL
