mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
mouse_strain,C57BL
analysis_id,8pkuw664o6l2msw
parameter_id,IMPC_CBC_009_001
pvalue,0.4401989
gene_symbol,Nucks1
parameter_name,Calcium
