gene_symbol,Tiprl
analysis_id,3pg98w42kbqe16v
mouse_life_stage,E9.5
parameter_name,Prepulse inhibition - PP3
mouse_strain,C57BL
gene_accession_id,MGI:1915087
pvalue,0.4939392
parameter_id,ESLIM_011_001_703
