gene_symbol,Clvs1
pvalue,0.7322606
mouse_life_stage,Early adult
analysis_id,42905527gb96651
gene_accession_id,MGI:1921688
mouse_strain,C57BL
parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
