mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,il8m261d5um71eg
pvalue,0.4609025
gene_accession_id,MGI:1924315
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
gene_symbol,Ints7
