gene_symbol,Ddx27
pvalue,0.6413716
parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:2385884
mouse_strain,129SV
analysis_id,dxb41e9008j7w9n
parameter_name,Body Weight
mouse_life_stage,Early adult
