gene_symbol,Lpgat1
parameter_name,eye size
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
analysis_id,093ises909sf3j2
parameter_id,ESLIM_001_001_117
mouse_strain,C57BL
pvalue,0.9210198
