gene_symbol,Tox
pvalue,0.6908589
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
analysis_id,1rl574t0fo821za
parameter_id,MGP_IMM_027_001
mouse_strain,C57BL
