pvalue,2.788926e-05
parameter_id,IMPC_EYE_007_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3522699
analysis_id,ci6q98wip617831
gene_symbol,Trpa1
parameter_name,Cornea
