pvalue,0.6651367
gene_accession_id,MGI:2140475
analysis_id,d8916q2m47h37jj
gene_symbol,AU040320
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_name,Creatinine
parameter_id,IMPC_CBC_005_001
