gene_symbol,Sass6
parameter_name,IgD+ mature B cell percentage
mouse_strain,C57BL
pvalue,0.5507671
mouse_life_stage,E9.5
gene_accession_id,MGI:1920026
analysis_id,y563g4w4607t8r2
parameter_id,MGP_PBI_015_001
