gene_symbol,Cdin1
pvalue,0.1053997
gene_accession_id,MGI:3026886
parameter_id,MGP_IMM_033_001
mouse_strain,C57BL
analysis_id,3nx394ixlig4kf2
parameter_name,Total NK cells - % of CD45+
mouse_life_stage,E9.5
