gene_symbol,Fgb
pvalue,0.9604042
parameter_name,Clavicle
parameter_id,IMPC_XRY_007_001
analysis_id,yw70xz53pei19b2
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:99501
